k,KS,al
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
0.06659903487435784,0.057090740423735256,31.102842166196584
0.06113926937293084,0.047854518054886865,29.355637215439483
0.0574105068681424,0.027996376720853648,29.0440638997196
0.06810103762321673,0.05076538737293262,29.434844411606228
0.08995530357649188,0.06493134723982731,29.53363314675297
0.06578919806476587,0.055278817836181826,31.52714399966008
0.09453931514805279,0.03966744974266942,29.417527378922454
0.06051799105406965,0.05353542742865115,26.57638973945056
0.06269284552340967,0.04596602495526827,30.94783814261809
0.07233537035072674,0.05069093589665742,30.205360787407262
0.07014161909672897,0.058711457820267245,29.131313975416365
0.05700698416969212,0.04978015106570177,27.314498728717783
0.08002707764105516,0.03998363400010669,31.656599222249834
0.07387312132782871,0.05645497841055943,30.83625148067811
0.07907246614421048,0.04324800353838378,30.03882047825153
